Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,JobRole,MonthlyIncome,WorkLifeBalance,YearsAtCompany
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,1,388,Sales Executive,4554,2,10
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,1,389,Laboratory Technician,5415,3,10
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,390,Healthcare Representative,4741,3,5
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,Research Scientist,2115,3,17
44,Yes,Travel_Frequently,920,Research & Development,24,3,Life Sciences,1,392,Laboratory Technician,3161,1,1
38,No,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,Healthcare Representative,5745,3,2
26,Yes,Travel_Rarely,1449,Research & Development,16,4,Medical,1,394,Laboratory Technician,2373,3,3
28,No,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,1,395,Research Scientist,3310,3,5
49,No,Travel_Frequently,636,Research & Development,10,4,Life Sciences,1,396,Research Director,18665,3,3
36,No,Travel_Rarely,506,Research & Development,3,3,Technical Degree,1,397,Research Scientist,4485,3,8
31,No,Travel_Frequently,444,Sales,5,3,Marketing,1,399,Sales Representative,2789,2,2
26,Yes,Travel_Rarely,950,Sales,4,4,Marketing,1,401,Sales Executive,5828,3,8
37,No,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,Research Scientist,2326,2,4
42,No,Travel_Frequently,555,Sales,26,3,Marketing,1,404,Sales Executive,13525,4,20
18,Yes,Travel_Rarely,230,Research & Development,3,3,Life Sciences,1,405,Laboratory Technician,1420,3,0
35,No,Travel_Rarely,1232,Sales,16,3,Marketing,1,406,Sales Executive,8020,2,11
36,No,Travel_Frequently,566,Research & Development,18,4,Life Sciences,1,407,Laboratory Technician,3688,3,1
51,No,Travel_Rarely,1302,Research & Development,2,3,Medical,1,408,Manufacturing Director,5482,3,4
41,No,Travel_Rarely,334,Sales,2,4,Life Sciences,1,410,Manager,16015,3,22
18,No,Travel_Rarely,812,Sales,10,3,Medical,1,411,Sales Representative,1200,3,0
28,No,Travel_Rarely,1476,Research & Development,16,2,Medical,1,412,Healthcare Representative,5661,3,8
31,No,Travel_Rarely,218,Sales,7,3,Technical Degree,1,416,Sales Executive,6929,2,8
39,No,Travel_Rarely,1132,Research & Development,1,3,Medical,1,417,Healthcare Representative,9613,2,18
36,No,Non-Travel,1105,Research & Development,24,4,Life Sciences,1,419,Laboratory Technician,5674,3,9
32,No,Travel_Rarely,906,Sales,7,3,Life Sciences,1,420,Sales Executive,5484,2,13
38,No,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,Research Director,12061,3,10
58,No,Non-Travel,390,Research & Development,1,4,Life Sciences,1,422,Healthcare Representative,5660,3,5
31,No,Travel_Rarely,691,Research & Development,5,4,Technical Degree,1,423,Research Scientist,4821,3,5
31,No,Travel_Rarely,106,Human Resources,2,3,Human Resources,1,424,Human Resources,6410,3,2
45,No,Travel_Frequently,1249,Research & Development,7,3,Life Sciences,1,425,Laboratory Technician,5210,3,24
31,No,Travel_Rarely,192,Research & Development,2,4,Life Sciences,1,426,Research Scientist,2695,1,2
33,No,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,428,Manager,11878,3,10
39,No,Travel_Rarely,117,Research & Development,10,1,Medical,1,429,Manager,17068,3,21
43,No,Travel_Frequently,185,Research & Development,10,4,Life Sciences,1,430,Laboratory Technician,2455,3,8
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,1,431,Healthcare Representative,13964,3,7
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,1,433,Research Scientist,4941,2,8
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,1,434,Research Scientist,2478,2,4
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,1,436,Sales Executive,5228,3,13
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,1,437,Sales Executive,4478,3,5
31,No,Travel_Rarely,691,Sales,7,3,Marketing,1,438,Sales Executive,7547,3,7
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,1,439,Research Scientist,5055,2,7
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,1,440,Research Scientist,3464,2,3
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,1,441,Research Scientist,5775,3,10
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,1,442,Manufacturing Director,8943,3,10
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,1,444,Manager,19272,3,21
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,1,445,Sales Executive,5238,2,1
33,No,Travel_Frequently,508,Sales,10,3,Marketing,1,446,Sales Executive,4682,2,7
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,1,447,Research Director,18300,3,3
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,1,448,Laboratory Technician,5257,4,9
27,No,Non-Travel,210,Sales,1,1,Marketing,1,449,Sales Executive,6349,3,5
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,1,450,Research Scientist,4869,2,4
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,1,451,Healthcare Representative,9985,2,1
45,No,Travel_Rarely,549,Research & Development,8,4,Other,1,452,Research Scientist,3697,3,10
40,No,Travel_Rarely,1124,Sales,1,2,Medical,1,453,Sales Executive,7457,2,4
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,1,454,Laboratory Technician,2119,2,7
29,No,Travel_Rarely,738,Research & Development,9,5,Other,1,455,Laboratory Technician,3983,3,3
30,No,Travel_Rarely,570,Sales,5,3,Marketing,1,456,Sales Executive,6118,3,10
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,1,458,Sales Executive,6214,3,8
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,Manufacturing Director,6347,2,6
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,Research Director,11510,3,11
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,1,462,Manufacturing Director,7143,2,11
29,No,Travel_Rarely,144,Sales,10,1,Marketing,1,463,Sales Executive,8268,3,7
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,1,464,Manufacturing Director,8095,3,16
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,1,465,Research Scientist,2904,2,4
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,1,466,Manufacturing Director,6032,3,5
47,No,Travel_Frequently,1309,Sales,4,1,Medical,1,467,Sales Representative,2976,3,0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,468,Research Director,15992,3,1
29,No,Non-Travel,746,Sales,2,3,Life Sciences,1,469,Sales Executive,4649,2,4
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,1,470,Human Resources,2696,3,3
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,1,471,Laboratory Technician,2370,3,8
48,No,Travel_Rarely,530,Sales,29,1,Medical,1,473,Manager,12504,1,0
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,Research Scientist,5974,3,7
30,No,Non-Travel,641,Sales,25,2,Technical Degree,1,475,Sales Executive,4736,4,2
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,1,476,Sales Executive,5296,3,8
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,1,477,Healthcare Representative,6781,3,1
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,1,478,Sales Representative,2174,3,3
36,No,Non-Travel,845,Sales,1,5,Medical,1,479,Sales Executive,6653,3,1
36,No,Travel_Frequently,541,Sales,3,4,Medical,1,481,Sales Executive,9699,3,13
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,1,482,Healthcare Representative,6755,3,3
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,1,483,Laboratory Technician,2213,3,7
21,No,Non-Travel,895,Sales,9,2,Medical,1,484,Sales Representative,2610,2,3
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,1,485,Sales Representative,2851,3,1
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,Laboratory Technician,3452,3,5
46,No,Non-Travel,1144,Research & Development,7,4,Medical,1,487,Manufacturing Director,5258,4,1
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,1,488,Sales Executive,9355,3,8
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,1,491,Healthcare Representative,10496,3,4
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,1,492,Sales Executive,6380,3,6
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,1,493,Research Scientist,2657,3,2
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,1,494,Sales Representative,2716,3,1
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,1,495,Research Scientist,2201,3,3
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,1,496,Healthcare Representative,6540,3,1
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,1,497,Laboratory Technician,3816,3,5
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,1,498,Sales Executive,5253,3,7
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,1,499,Healthcare Representative,10965,3,5
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,1,500,Sales Executive,4936,2,7
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,1,501,Research Scientist,2543,3,2
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,1,502,Sales Executive,5304,2,5
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,1,505,Manager,16659,3,5
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,1,507,Sales Executive,4260,4,5
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,1,508,Sales Representative,2476,3,1
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,1,510,Research Scientist,3102,3,6
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,1,511,Research Scientist,2244,3,2
36,No,Travel_Rarely,164,Sales,2,2,Medical,1,513,Sales Executive,7596,3,10
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,1,514,Research Scientist,2285,3,1
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,Laboratory Technician,3034,2,18
40,No,Travel_Rarely,759,Sales,2,2,Marketing,1,516,Sales Executive,5715,3,5
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,1,517,Laboratory Technician,2576,3,5
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,Manufacturing Director,4197,2,1
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,520,Research Director,14336,3,25
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,1,521,Laboratory Technician,3448,3,1
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,1,522,Research Director,19406,2,4
34,No,Non-Travel,1381,Sales,4,4,Marketing,1,523,Sales Executive,6538,3,3
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,1,524,Manufacturing Director,4306,1,13
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,1,525,Laboratory Technician,2258,3,3
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,1,526,Healthcare Representative,4522,3,5
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,1,527,Sales Executive,4487,3,5
37,No,Non-Travel,1063,Research & Development,25,5,Medical,1,529,Research Scientist,4449,3,13
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,1,530,Laboratory Technician,2218,3,4
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,1,531,Manager,19197,3,21
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,1,532,Sales Executive,13212,2,7
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,1,533,Sales Executive,6577,3,5
41,No,Travel_Rarely,645,Sales,1,3,Marketing,1,534,Sales Executive,8392,3,10
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,1,536,Laboratory Technician,4558,3,10
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,1,538,Laboratory Technician,4031,3,2
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,1,543,Manufacturing Director,7969,3,5
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,544,Research Scientist,2654,2,2
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,1,546,Manager,16555,1,5
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,547,Research Scientist,4556,3,5
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,1,548,Manufacturing Director,6091,3,5
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,549,Manager,19566,1,29
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,1,550,Manufacturing Director,4810,2,10
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,1,551,Healthcare Representative,4523,4,6
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,554,Sales Representative,3202,3,5
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,1,555,Sales Representative,2351,2,2
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,Laboratory Technician,1702,3,1
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,1,558,Manager,18041,3,20
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,560,Research Scientist,2886,1,3
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,1,562,Laboratory Technician,2097,1,5
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,1,564,Research Director,11935,3,10
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,1,565,Research Scientist,2546,4,2
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,566,Human Resources,2564,4,1
30,No,Non-Travel,1398,Sales,22,4,Other,1,567,Sales Executive,8412,3,9
57,No,Travel_Rarely,210,Sales,29,3,Marketing,1,568,Manager,14118,2,1
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,1,569,Manager,17046,3,27
30,No,Non-Travel,1116,Research & Development,2,3,Medical,1,571,Laboratory Technician,2564,2,11
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,1,573,Sales Executive,10266,4,18
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,1,574,Manufacturing Director,5070,3,5
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,575,Research Director,17861,1,3
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,1,577,Laboratory Technician,4230,3,5
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,1,578,Laboratory Technician,3780,3,1
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,579,Research Scientist,2768,3,7
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,1,580,Sales Executive,9071,3,3
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,1,581,Manufacturing Director,10648,4,13
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,1,582,Manager,13610,4,7
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,1,584,Laboratory Technician,3408,3,4
30,No,Travel_Rarely,413,Sales,7,1,Marketing,1,585,Sales Representative,2983,3,3
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,1,586,Healthcare Representative,7632,3,8
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,587,Healthcare Representative,9824,3,1
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,1,590,Human Resources,9950,3,3
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,1,591,Laboratory Technician,2093,3,2
36,No,Non-Travel,635,Sales,10,4,Medical,1,592,Sales Executive,9980,2,10
22,Yes,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,1,593,Laboratory Technician,3894,3,2
48,No,Travel_Rarely,163,Sales,2,5,Marketing,1,595,Sales Executive,4051,3,9
55,No,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,597,Manager,16835,3,10
41,No,Non-Travel,267,Sales,10,2,Life Sciences,1,599,Sales Executive,6230,3,14
35,No,Travel_Rarely,619,Sales,1,3,Marketing,1,600,Sales Executive,4717,3,11
40,No,Travel_Rarely,302,Research & Development,6,3,Life Sciences,1,601,Manufacturing Director,13237,3,20
39,No,Travel_Frequently,443,Research & Development,8,1,Life Sciences,1,602,Laboratory Technician,3755,3,8
31,No,Travel_Rarely,828,Sales,2,1,Life Sciences,1,604,Sales Executive,6582,4,6
42,No,Travel_Rarely,319,Research & Development,24,3,Medical,1,605,Manufacturing Director,7406,2,10
45,No,Travel_Rarely,561,Sales,2,3,Other,1,606,Sales Executive,4805,4,8
26,Yes,Travel_Frequently,426,Human Resources,17,4,Life Sciences,1,608,Human Resources,2741,2,7
29,No,Travel_Rarely,232,Research & Development,19,3,Technical Degree,1,611,Manufacturing Director,4262,4,3
33,No,Travel_Rarely,922,Research & Development,1,5,Medical,1,612,Research Director,16184,3,6
31,No,Travel_Rarely,688,Sales,7,3,Life Sciences,1,613,Manager,11557,2,5
18,Yes,Travel_Frequently,1306,Sales,5,3,Marketing,1,614,Sales Representative,1878,3,0
40,No,Non-Travel,1094,Sales,28,3,Other,1,615,Sales Executive,10932,3,1
41,No,Non-Travel,509,Research & Development,2,4,Other,1,616,Healthcare Representative,6811,3,8
26,No,Travel_Rarely,775,Sales,29,2,Medical,1,618,Sales Executive,4306,3,0
35,No,Travel_Rarely,195,Sales,1,3,Medical,1,620,Sales Executive,4859,3,5
34,No,Travel_Rarely,258,Sales,21,4,Life Sciences,1,621,Sales Executive,5337,3,10
26,Yes,Travel_Rarely,471,Research & Development,24,3,Technical Degree,1,622,Laboratory Technician,2340,1,1
37,No,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,Manufacturing Director,7491,4,6
46,No,Travel_Frequently,1034,Research & Development,18,1,Medical,1,624,Healthcare Representative,10527,2,2
41,No,Travel_Rarely,1276,Sales,2,5,Life Sciences,1,625,Manager,16595,3,18
37,No,Non-Travel,142,Sales,9,4,Medical,1,626,Sales Executive,8834,3,9
52,No,Travel_Rarely,956,Research & Development,6,2,Technical Degree,1,630,Research Scientist,5577,3,10
32,Yes,Non-Travel,1474,Sales,11,4,Other,1,631,Sales Executive,4707,3,4
24,No,Travel_Frequently,535,Sales,24,3,Medical,1,632,Sales Representative,2400,3,2
38,No,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,Healthcare Representative,9824,3,1
37,No,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,Manufacturing Director,6447,2,6
49,No,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,1,638,Research Director,19502,3,31
24,No,Travel_Rarely,691,Research & Development,23,3,Medical,1,639,Research Scientist,2725,3,6
26,No,Travel_Rarely,703,Sales,28,2,Marketing,1,641,Sales Executive,6272,4,5
24,No,Travel_Rarely,823,Research & Development,17,2,Other,1,643,Laboratory Technician,2127,3,1
50,No,Travel_Frequently,1246,Human Resources,3,3,Medical,1,644,Manager,18200,3,32
25,No,Travel_Rarely,622,Sales,13,1,Medical,1,645,Sales Representative,2096,3,7
24,Yes,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,647,Laboratory Technician,2886,3,6
30,Yes,Travel_Frequently,448,Sales,12,4,Life Sciences,1,648,Sales Representative,2033,4,1
34,No,Travel_Rarely,254,Research & Development,1,2,Life Sciences,1,649,Research Scientist,3622,3,6
31,Yes,Travel_Rarely,1365,Sales,13,4,Medical,1,650,Sales Executive,4233,1,3
35,No,Travel_Rarely,538,Research & Development,25,2,Other,1,652,Laboratory Technician,3681,3,3
31,No,Travel_Rarely,525,Sales,6,4,Medical,1,653,Sales Executive,5460,4,7
27,No,Travel_Rarely,798,Research & Development,6,4,Medical,1,655,Research Scientist,2187,2,5
37,No,Travel_Rarely,558,Sales,2,3,Marketing,1,656,Sales Executive,9602,2,3
20,No,Travel_Rarely,959,Research & Development,1,3,Life Sciences,1,657,Research Scientist,2836,4,1
42,No,Travel_Rarely,622,Research & Development,2,4,Life Sciences,1,659,Healthcare Representative,4089,3,10
43,No,Travel_Rarely,782,Research & Development,6,4,Other,1,661,Research Director,16627,2,1
38,No,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,Research Scientist,2619,2,0
43,No,Travel_Frequently,1001,Research & Development,9,5,Medical,1,663,Laboratory Technician,5679,3,8
48,No,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,1,664,Manager,15402,1,3
44,No,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,665,Human Resources,5985,4,2
34,No,Travel_Rarely,204,Sales,14,3,Technical Degree,1,666,Sales Representative,2579,3,8
27,Yes,Travel_Rarely,1420,Sales,2,1,Marketing,1,667,Sales Representative,3041,3,4
21,No,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,669,Sales Representative,3447,3,3
44,No,Travel_Rarely,1315,Research & Development,3,4,Other,1,671,Manager,19513,4,2
22,No,Travel_Rarely,604,Research & Development,6,1,Medical,1,675,Research Scientist,2773,3,2
33,No,Travel_Rarely,1216,Sales,8,4,Marketing,1,677,Sales Executive,7104,3,5
32,No,Travel_Rarely,646,Research & Development,9,4,Life Sciences,1,679,Research Scientist,6322,2,6
30,No,Travel_Frequently,160,Research & Development,3,3,Medical,1,680,Research Scientist,2083,3,1
53,No,Travel_Rarely,238,Sales,1,1,Medical,1,682,Sales Executive,8381,4,14
34,No,Travel_Rarely,1397,Research & Development,1,5,Life Sciences,1,683,Research Scientist,2691,2,10
45,Yes,Travel_Frequently,306,Sales,26,4,Life Sciences,1,684,Sales Executive,4286,3,1
26,No,Travel_Rarely,991,Research & Development,6,3,Life Sciences,1,686,Laboratory Technician,2659,3,3
37,No,Travel_Rarely,482,Research & Development,3,3,Other,1,689,Manufacturing Director,9434,3,10
29,No,Travel_Rarely,1176,Sales,3,2,Medical,1,690,Sales Executive,5561,2,6
35,No,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,1,691,Research Scientist,6646,3,17
33,No,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,1,692,Healthcare Representative,7725,1,13
54,No,Travel_Rarely,397,Human Resources,19,4,Medical,1,698,Human Resources,10725,4,9
36,No,Travel_Rarely,913,Research & Development,9,2,Medical,1,699,Manufacturing Director,8847,3,3
27,No,Travel_Rarely,1115,Research & Development,3,4,Medical,1,700,Research Scientist,2045,3,4
20,Yes,Travel_Rarely,1362,Research & Development,10,1,Medical,1,701,Research Scientist,1009,3,1
33,Yes,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,702,Research Scientist,3348,3,10
35,No,Non-Travel,727,Research & Development,3,3,Life Sciences,1,704,Laboratory Technician,1281,3,1
23,No,Travel_Rarely,885,Research & Development,4,3,Medical,1,705,Research Scientist,2819,4,3
25,No,Travel_Rarely,810,Sales,8,3,Life Sciences,1,707,Sales Executive,4851,3,3
38,No,Travel_Rarely,243,Sales,7,4,Marketing,1,709,Sales Executive,4028,3,7
29,No,Travel_Frequently,806,Research & Development,1,4,Life Sciences,1,710,Research Scientist,2720,3,10
48,No,Travel_Rarely,817,Sales,2,1,Marketing,1,712,Sales Executive,8120,3,2
27,No,Travel_Frequently,1410,Sales,3,1,Medical,1,714,Sales Executive,4647,3,6
37,No,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,Research Scientist,4680,3,1
50,No,Travel_Rarely,1207,Research & Development,28,1,Medical,1,716,Laboratory Technician,3221,3,20
34,No,Travel_Rarely,1442,Research & Development,9,3,Medical,1,717,Healthcare Representative,8621,4,8
24,Yes,Travel_Rarely,693,Sales,3,2,Life Sciences,1,720,Sales Executive,4577,3,2
39,No,Travel_Rarely,408,Research & Development,2,4,Technical Degree,1,721,Healthcare Representative,4553,3,20
32,No,Travel_Rarely,929,Sales,10,3,Marketing,1,722,Sales Executive,5396,2,10
50,Yes,Travel_Frequently,562,Sales,8,2,Technical Degree,1,723,Sales Executive,6796,3,4
38,No,Travel_Rarely,827,Research & Development,1,4,Life Sciences,1,724,Healthcare Representative,7625,2,9
27,No,Travel_Rarely,608,Research & Development,1,2,Life Sciences,1,725,Manufacturing Director,7412,3,9
32,No,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,1,727,Research Director,11159,3,7
47,No,Travel_Rarely,703,Sales,14,4,Marketing,1,728,Sales Executive,4960,3,7
40,No,Travel_Frequently,580,Sales,5,4,Life Sciences,1,729,Sales Executive,10475,3,18
53,No,Travel_Rarely,970,Research & Development,7,3,Life Sciences,1,730,Research Director,14814,3,5
41,No,Travel_Rarely,427,Human Resources,10,4,Human Resources,1,731,Manager,19141,2,21
60,No,Travel_Rarely,1179,Sales,16,4,Marketing,1,732,Sales Executive,5405,3,2
27,No,Travel_Frequently,294,Research & Development,10,2,Life Sciences,1,733,Manufacturing Director,8793,2,9
41,No,Travel_Rarely,314,Human Resources,1,3,Human Resources,1,734,Manager,19189,3,22
50,No,Travel_Rarely,316,Sales,8,4,Marketing,1,738,Sales Representative,3875,3,2
28,Yes,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,741,Research Scientist,2216,3,7
36,No,Non-Travel,427,Research & Development,8,3,Life Sciences,1,742,Research Director,11713,3,8
38,No,Travel_Rarely,168,Research & Development,1,3,Life Sciences,1,743,Manufacturing Director,7861,4,1
44,No,Non-Travel,381,Research & Development,24,3,Medical,1,744,Laboratory Technician,3708,3,5
47,No,Travel_Frequently,217,Sales,3,3,Medical,1,746,Sales Executive,13770,2,22
30,No,Travel_Rarely,501,Sales,27,5,Marketing,1,747,Sales Executive,5304,2,8
29,No,Travel_Rarely,1396,Sales,10,3,Life Sciences,1,749,Sales Representative,2642,3,1
42,Yes,Travel_Frequently,933,Research & Development,19,3,Medical,1,752,Research Scientist,2759,3,2
43,No,Travel_Frequently,775,Sales,15,3,Life Sciences,1,754,Sales Executive,6804,3,2
34,No,Travel_Rarely,970,Research & Development,8,2,Medical,1,757,Healthcare Representative,6142,3,5
23,No,Travel_Rarely,650,Research & Development,9,1,Medical,1,758,Laboratory Technician,2500,4,4
39,No,Travel_Rarely,141,Human Resources,3,3,Human Resources,1,760,Human Resources,6389,1,8
56,No,Travel_Rarely,832,Research & Development,9,3,Medical,1,762,Healthcare Representative,11103,2,10
40,No,Travel_Rarely,804,Research & Development,2,1,Medical,1,763,Research Scientist,2342,2,4
27,No,Travel_Rarely,975,Research & Development,7,3,Medical,1,764,Healthcare Representative,6811,1,7
29,No,Travel_Rarely,1090,Sales,10,3,Marketing,1,766,Sales Representative,2297,3,2
53,No,Travel_Rarely,346,Research & Development,6,3,Life Sciences,1,769,Laboratory Technician,2450,3,2
35,No,Non-Travel,1225,Research & Development,2,4,Life Sciences,1,771,Healthcare Representative,5093,4,1
32,No,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,772,Laboratory Technician,5309,3,10
38,No,Travel_Rarely,268,Research & Development,2,5,Medical,1,773,Research Scientist,3057,1,1
34,No,Travel_Rarely,167,Research & Development,8,5,Life Sciences,1,775,Manufacturing Director,5121,3,0
52,No,Travel_Rarely,621,Sales,3,4,Marketing,1,776,Manager,16856,4,34
33,Yes,Travel_Rarely,527,Research & Development,1,4,Other,1,780,Research Scientist,2686,2,10
25,No,Travel_Rarely,883,Sales,26,1,Medical,1,781,Sales Executive,6180,2,6
45,No,Travel_Rarely,954,Sales,2,2,Technical Degree,1,783,Sales Representative,6632,3,8
23,No,Travel_Rarely,310,Research & Development,10,1,Medical,1,784,Research Scientist,3505,3,2
47,Yes,Travel_Frequently,719,Sales,27,2,Life Sciences,1,785,Sales Executive,6397,3,5
